Farm_ID,Date,NDVI,crop label,ground truth month
T013,25-10-2023,0.415185,Tomato,01-12-2023
T013,27-02-2024,0.029048946,Tomato,01-12-2023
T013,27-04-2024,0.14379086,Tomato,01-12-2023
T013,28-03-2024,0.16552003,Tomato,01-12-2023
T013,29-12-2023,0.4816092,Tomato,01-12-2023
T014,02-02-2024,0.3514782,Tomato,01-12-2023
T014,02-04-2024,0.23703565,Tomato,01-12-2023
T014,02-05-2024,0.15650624,Tomato,01-12-2023
T014,02-06-2023,0.24882482,Tomato,01-12-2023
T014,03-03-2024,0.2875613,Tomato,01-12-2023
T014,05-10-2023,0.29228857,Tomato,01-12-2023
T014,06-08-2023,0.13993755,Tomato,01-12-2023
T014,07-02-2024,0.40983605,Tomato,01-12-2023
T014,07-04-2024,0.23065667,Tomato,01-12-2023
T014,08-03-2024,0.40111065,Tomato,01-12-2023
T014,10-10-2023,0.06824748,Tomato,01-12-2023
T014,12-02-2024,0.4100802,Tomato,01-12-2023
T014,12-04-2024,0.12768361,Tomato,01-12-2023
T014,12-06-2023,0.23409513,Tomato,01-12-2023
T014,13-03-2024,0.24765158,Tomato,01-12-2023
T014,15-10-2023,0.42315137,Tomato,01-12-2023
T014,16-08-2023,0.2889191,Tomato,01-12-2023
T014,17-02-2024,0.4598131,Tomato,01-12-2023
T014,18-01-2024,0.37752524,Tomato,01-12-2023
T014,18-03-2024,0.35012186,Tomato,01-12-2023
T014,19-11-2023,0.36240602,Tomato,01-12-2023
T014,20-10-2023,0.45655173,Tomato,01-12-2023
T014,21-08-2023,0.3128795,Tomato,01-12-2023
T014,22-02-2024,0.3669973,Tomato,01-12-2023
T014,22-04-2024,0.17966574,Tomato,01-12-2023
T014,23-01-2024,0.40771636,Tomato,01-12-2023
T014,23-03-2024,0.22666667,Tomato,01-12-2023
T014,24-12-2023,0.3233735,Tomato,01-12-2023
T014,25-10-2023,0.36619392,Tomato,01-12-2023
T014,27-02-2024,0.015164279,Tomato,01-12-2023
T014,27-04-2024,0.20682012,Tomato,01-12-2023
T014,28-03-2024,0.29601893,Tomato,01-12-2023
T014,29-12-2023,0.3358706,Tomato,01-12-2023
T015,02-02-2024,0.33275488,Tomato,01-12-2023
T015,02-04-2024,0.25012073,Tomato,01-12-2023
T015,02-05-2024,0.16179678,Tomato,01-12-2023
